state,crop,avg_price_quintal
Andaman And Nicobar,Amaranthus,6094.62
Andaman And Nicobar,Ashgourd,6388.89
Andaman And Nicobar,Banana,6423.86
Andaman And Nicobar,Banana - Green,4399.52
Andaman And Nicobar,Beetroot,10333.33
Andaman And Nicobar,Bhindi (Ladies Finger),7545.08
Andaman And Nicobar,Bitter Gourd,10119.78
Andaman And Nicobar,Bottle Gourd,5590.25
Andaman And Nicobar,Brinjal,9422.72
Andaman And Nicobar,Cabbage,9600.0
Andaman And Nicobar,Capsicum,8000.0
Andaman And Nicobar,Carrot,13266.67
Andaman And Nicobar,Cauliflower,12000.0
Andaman And Nicobar,Cluster Beans,6666.67
Andaman And Nicobar,Coconut,1446.61
Andaman And Nicobar,Colacasia,7372.73
Andaman And Nicobar,Coriander (Leaves),16938.46
Andaman And Nicobar,Cowpea (Veg),5642.36
Andaman And Nicobar,Cucumbar (Kheera),5257.61
Andaman And Nicobar,Drumstick,8915.38
Andaman And Nicobar,Elephant Yam (Suran),7872.14
Andaman And Nicobar,French Beans (Frasbean),8754.07
Andaman And Nicobar,Ginger (Dry),4592.0
Andaman And Nicobar,Ginger (Green),28500.0
Andaman And Nicobar,Green Chilli,23073.75
Andaman And Nicobar,Guava,3666.67
Andaman And Nicobar,Indian Beans (Seam),8000.0
Andaman And Nicobar,Jack Fruit,3000.0
Andaman And Nicobar,Knool Khol,5000.0
Andaman And Nicobar,Leafy Vegetable,4085.0
Andaman And Nicobar,Lemon,14.5
Andaman And Nicobar,Little Gourd (Kundru),6319.53
Andaman And Nicobar,Mint (Pudina),30000.0
Andaman And Nicobar,Onion,5304.35
Andaman And Nicobar,Papaya,2393.85
Andaman And Nicobar,Papaya (Raw),3579.34
Andaman And Nicobar,Pointed Gourd (Parval),9608.7
Andaman And Nicobar,Potato,4956.52
Andaman And Nicobar,Pumpkin,5264.22
Andaman And Nicobar,Raddish,3723.1
Andaman And Nicobar,Ridgeguard (Tori),5900.0
Andaman And Nicobar,Snakeguard,6038.46
Andaman And Nicobar,Spinach,5636.36
Andaman And Nicobar,Sweet Potato,5772.62
Andaman And Nicobar,Tapioca,5807.74
Andaman And Nicobar,Tender Coconut,14.0
Andaman And Nicobar,Tomato,6999.11
Andaman And Nicobar,Water Melon,6000.0
Andaman And Nicobar,Yam (Ratalu),5500.0
Andhra Pradesh,Ajwan,12364.72
Andhra Pradesh,Arhar (Tur/Red Gram)(Whole),6385.49
Andhra Pradesh,Bajra (Pearl Millet/Cumbu),2099.72
Andhra Pradesh,Banana,2249.17
Andhra Pradesh,Beans,7375.0
Andhra Pradesh,Beetroot,2800.0
Andhra Pradesh,Bengal Gram (Gram)(Whole),4987.05
Andhra Pradesh,Bengal Gram Dal (Chana Dal),4675.0
Andhra Pradesh,Bhindi (Ladies Finger),2223.81
Andhra Pradesh,Bitter Gourd,2352.17
Andhra Pradesh,Black Gram (Urd Beans)(Whole),7268.01
Andhra Pradesh,Black Gram Dal (Urd Dal),6032.5
Andhra Pradesh,Bottle Gourd,1065.22
Andhra Pradesh,Brinjal,2481.86
Andhra Pradesh,Cabbage,1006.5
Andhra Pradesh,Carrot,3833.33
Andhra Pradesh,Cashewnuts,11833.33
Andhra Pradesh,Castor Seed,5694.09
Andhra Pradesh,Cauliflower,1289.36
Andhra Pradesh,Chili Red,16000.0
Andhra Pradesh,Cluster Beans,4670.89
Andhra Pradesh,Cotton,7755.24
Andhra Pradesh,Cucumbar (Kheera),815.22
Andhra Pradesh,Dry Chillies,14684.27
Andhra Pradesh,Foxtail Millet (Navane),2996.38
Andhra Pradesh,Green Chilli,3839.7
Andhra Pradesh,Ground Nut Oil,7750.0
Andhra Pradesh,Groundnut,5851.99
Andhra Pradesh,Gur (Jaggery),3540.69
Andhra Pradesh,Jaggery,3460.86
Andhra Pradesh,Jowar (Sorghum),2632.75
Andhra Pradesh,Karbuja (Musk Melon),2688.89
Andhra Pradesh,Kulthi (Horse Gram),4100.0
Andhra Pradesh,Lemon,3319.18
Andhra Pradesh,Lime,3049.66
Andhra Pradesh,Maize,1994.89
Andhra Pradesh,Mango,2598.85
Andhra Pradesh,Mousambi (Sweet Lime),1361.31
Andhra Pradesh,Onion,1855.61
Andhra Pradesh,Paddy (Common),2345.0
Andhra Pradesh,Paddy (Dhan)(Basmati),2310.0
Andhra Pradesh,Paddy (Dhan)(Common),2070.32
Andhra Pradesh,Papaya,2426.09
Andhra Pradesh,Potato,1945.05
Andhra Pradesh,Raddish,1016.0
Andhra Pradesh,Rice,4106.44
Andhra Pradesh,Ridgeguard (Tori),2181.33
Andhra Pradesh,Soyabean,3968.98
Andhra Pradesh,Sunflower,5025.15
Andhra Pradesh,Sunflower Seed,5104.5
Andhra Pradesh,Sweet Potato,1095.65
Andhra Pradesh,Tamarind Fruit,10368.36
Andhra Pradesh,Tamarind Seed,4500.0
Andhra Pradesh,Tomato,1983.53
Andhra Pradesh,Turmeric,8689.84
Andhra Pradesh,Water Melon,2433.33
Andhra Pradesh,Wood,5854.46
Arunachal Pradesh,Apple,30000.0
Arunachal Pradesh,Ginger (Green),15000.0
Arunachal Pradesh,Green Peas,20000.0
Arunachal Pradesh,Persimon (Japani Fal),30000.0
Arunachal Pradesh,Squash (Chappal Kadoo),15000.0
Assam,Apple,8900.0
Assam,Banana,2801.98
Assam,Beans,2144.9
Assam,Beetroot,2774.34
Assam,Bhindi (Ladies Finger),2543.6
Assam,Bitter Gourd,2868.4
Assam,Bottle Gourd,1181.79
Assam,Brinjal,1842.29
Assam,Cabbage,1552.23
Assam,Capsicum,2131.31
Assam,Carrot,1843.33
Assam,Cauliflower,2138.31
Assam,Cucumbar (Kheera),1724.62
Assam,Drumstick,3160.0
Assam,French Beans (Frasbean),3616.0
Assam,Garlic,6045.28
Assam,Ginger (Green),5233.91
Assam,Green Chilli,4523.32
Assam,Knool Khol,1506.25
Assam,Lemon,1608.24
Assam,Mousambi (Sweet Lime),5000.0
Assam,Onion,2480.49
Assam,Papaya (Raw),1666.67
Assam,Pineapple,3333.33
Assam,Pointed Gourd (Parval),3483.33
Assam,Potato,1541.2
Assam,Pumpkin,1193.42
Assam,Raddish,1378.38
Assam,Ridgeguard (Tori),3194.74
Assam,Sponge Gourd,1675.0
Assam,Squash (Chappal Kadoo),2487.5
Assam,Tomato,2387.1
Bihar,Apple,7684.95
Bihar,Arhar (Tur/Red Gram)(Whole),8575.0
Bihar,Arhar Dal (Tur Dal),10496.55
Bihar,Banana,1833.74
Bihar,Banana - Green,3024.07
Bihar,Barley (Jau),2016.67
Bihar,Beaten Rice,56000.0
Bihar,Beetroot,2011.32
Bihar,Bengal Gram (Gram)(Whole),6650.0
Bihar,Bengal Gram Dal (Chana Dal),6333.33
Bihar,Ber (Zizyphus/Borehannu),2962.58
Bihar,Bhindi (Ladies Finger),1941.01
Bihar,Bitter Gourd,2186.23
Bihar,Bottle Gourd,1375.67
Bihar,Brinjal,1761.2
Bihar,Cabbage,1561.07
Bihar,Capsicum,5196.19
Bihar,Carrot,2067.84
Bihar,Cashewnuts,72888.89
Bihar,Cauliflower,2101.8
Bihar,Chikoos (Sapota),8100.0
Bihar,Chili Red,3500.0
Bihar,Coriander (Leaves),3064.38
Bihar,Cowpea (Veg),1752.59
Bihar,Cucumbar (Kheera),2025.03
Bihar,Dalda,10677.97
Bihar,Drumstick,3739.02
Bihar,Elephant Yam (Suran),2100.0
Bihar,Field Pea,2302.4
Bihar,Fish,17314.81
Bihar,French Beans (Frasbean),1857.41
Bihar,Garlic,2887.61
Bihar,Ginger (Green),5294.83
Bihar,Grapes,6498.71
Bihar,Green Chilli,3623.54
Bihar,Green Gram (Moong)(Whole),5712.5
Bihar,Green Peas,1829.17
Bihar,Guava,4191.86
Bihar,Indian Beans (Seam),1975.58
Bihar,Jack Fruit,2852.02
Bihar,Kabuli Chana (Chickpeas-White),7396.0
Bihar,Karbuja (Musk Melon),1390.32
Bihar,Kinnow,8222.22
Bihar,Leafy Vegetable,1630.95
Bihar,Lemon,6877.78
Bihar,Lentil (Masur)(Whole),6905.6
Bihar,Linseed,7875.0
Bihar,Litchi,6192.31
Bihar,Little Gourd (Kundru),1226.79
Bihar,Long Melon (Kakri),710.23
Bihar,Maize,2100.62
Bihar,Mango,6008.14
Bihar,Masur Dal,7222.86
Bihar,Methi (Leaves),1700.0
Bihar,Mint (Pudina),8400.0
Bihar,Mousambi (Sweet Lime),4496.32
Bihar,Mustard,6887.44
Bihar,Mustard Oil,11004.12
Bihar,Onion,2414.33
Bihar,Onion Green,1900.0
Bihar,Orange,5695.39
Bihar,Paddy (Common),2370.0
Bihar,Paddy (Dhan)(Basmati),2735.71
Bihar,Paddy (Dhan)(Common),2059.78
Bihar,Papaya,3392.02
Bihar,Papaya (Raw),2130.56
Bihar,Peach,6738.46
Bihar,Peas Cod,2963.33
Bihar,Peas Wet,2244.58
Bihar,Pineapple,2731.03
Bihar,Plum,3300.0
Bihar,Pointed Gourd (Parval),2864.89
Bihar,Pomegranate,9319.34
Bihar,Potato,1535.8
Bihar,Pumpkin,1656.36
Bihar,Raddish,1462.77
Bihar,Red Gram,6724.06
Bihar,Rice,3074.7
Bihar,Ridgeguard (Tori),2053.33
Bihar,Round Gourd,2742.86
Bihar,Seetapal,2437.5
Bihar,Snakeguard,2316.67
Bihar,Spinach,1414.0
Bihar,Sponge Gourd,1400.36
Bihar,Sweet Potato,1259.09
Bihar,Sweet Pumpkin,1200.0
Bihar,Tea,27000.0
Bihar,Tinda,2600.0
Bihar,Tomato,2220.63
Bihar,Toria,7438.89
Bihar,Turnip,2500.0
Bihar,Water Melon,1677.47
Bihar,Wheat,2412.39
Bihar,White Pumpkin,1600.0
Chandigarh,Apple,9163.33
Chandigarh,Bhindi (Ladies Finger),7000.0
Chandigarh,Bitter Gourd,3500.0
Chandigarh,Bottle Gourd,1436.18
Chandigarh,Brinjal,1800.0
Chandigarh,Cabbage,1033.33
Chandigarh,Capsicum,5000.0
Chandigarh,Carrot,1733.33
Chandigarh,Cauliflower,2022.79
Chandigarh,Cucumbar (Kheera),1770.98
Chandigarh,Ginger (Green),5182.44
Chandigarh,Grapes,6137.61
Chandigarh,Green Chilli,2639.47
Chandigarh,Lemon,4430.74
Chandigarh,Mango,5431.75
Chandigarh,Mousambi (Sweet Lime),3961.8
Chandigarh,Onion,1912.02
Chandigarh,Paddy (Dhan)(Common),2222.5
Chandigarh,Peas Wet,4880.61
Chandigarh,Plum,5089.29
Chandigarh,Pomegranate,10787.0
Chandigarh,Potato,1071.02
Chandigarh,Pumpkin,1079.37
Chandigarh,Tomato,1991.04
Chandigarh,Water Melon,758.33
Chattisgarh,Alasande Gram,2671.25
Chattisgarh,Amaranthus,1958.18
Chattisgarh,Ambada Seed,1643.48
Chattisgarh,Ambady/Mesta,5550.38
Chattisgarh,Amla (Nelli Kai),6360.0
Chattisgarh,Antawala,2128.0
Chattisgarh,Apple,11633.05
Chattisgarh,Arhar (Tur/Red Gram)(Whole),7340.78
Chattisgarh,Arhar Dal (Tur Dal),6690.78
Chattisgarh,Ashgourd,3178.64
Chattisgarh,Bamboo,302.62
Chattisgarh,Banana,3078.59
Chattisgarh,Banana - Green,1436.91
Chattisgarh,Barley (Jau),1182.62
Chattisgarh,Beans,4730.87
Chattisgarh,Beetroot,2716.46
Chattisgarh,Bengal Gram (Gram)(Whole),4957.78
Chattisgarh,Bengal Gram Dal (Chana Dal),2500.0
Chattisgarh,Ber (Zizyphus/Borehannu),4750.0
Chattisgarh,Bhindi (Ladies Finger),2713.71
Chattisgarh,Bitter Gourd,3099.22
Chattisgarh,Black Gram (Urd Beans)(Whole),5891.51
Chattisgarh,Black Gram Dal (Urd Dal),5647.0
Chattisgarh,Bottle Gourd,1020.74
Chattisgarh,Brinjal,1479.82
Chattisgarh,Butter,4250.46
Chattisgarh,Buttery,2250.0
Chattisgarh,Cabbage,1318.92
Chattisgarh,Capsicum,3203.8
Chattisgarh,Carrot,2418.16
Chattisgarh,Cauliflower,2421.42
Chattisgarh,Chikoos (Sapota),4825.82
Chattisgarh,Chili Red,590.91
Chattisgarh,Chilly Capsicum,3739.38
Chattisgarh,Cluster Beans,2306.86
Chattisgarh,Coriander (Leaves),5832.85
Chattisgarh,Corriander Seed,5989.3
Chattisgarh,Cowpea (Lobia/Karamani),2000.0
Chattisgarh,Cowpea (Veg),1716.82
Chattisgarh,Cucumbar (Kheera),1552.48
Chattisgarh,Cummin Seed (Jeera),10000.0
Chattisgarh,Custard Apple (Sharifa),4911.32
Chattisgarh,Drumstick,3578.91
Chattisgarh,Dry Chillies,7604.93
Chattisgarh,Garlic,11395.65
Chattisgarh,Ginger (Dry),3500.0
Chattisgarh,Ginger (Green),6656.25
Chattisgarh,Grapes,7547.17
Chattisgarh,Green Chilli,3311.89
Chattisgarh,Green Gram (Moong)(Whole),5656.76
Chattisgarh,Green Peas,4270.69
Chattisgarh,Ground Nut Seed,4000.0
Chattisgarh,Groundnut,4816.52
Chattisgarh,Guar,4120.85
Chattisgarh,Guar Seed (Cluster Beans Seed),3067.68
Chattisgarh,Guava,3356.92
Chattisgarh,Hippe Seed,11312.5
Chattisgarh,Jack Fruit,1566.41
Chattisgarh,Jamun (Narale Hannu),2945.45
Chattisgarh,Jowar (Sorghum),2601.0
Chattisgarh,Karbuja (Musk Melon),2431.68
Chattisgarh,Knool Khol,1655.64
Chattisgarh,Kodo Millet (Varagu),2452.19
Chattisgarh,Kulthi (Horse Gram),4083.33
Chattisgarh,Lak (Teora),3668.3
Chattisgarh,Lemon,4959.31
Chattisgarh,Lentil (Masur)(Whole),5544.88
Chattisgarh,Linseed,5397.56
Chattisgarh,Little Gourd (Kundru),2040.89
Chattisgarh,Mahua,2695.19
Chattisgarh,Mahua Seed (Hippe Seed),2824.1
Chattisgarh,Maize,1831.91
Chattisgarh,Mango,6472.85
Chattisgarh,Masur Dal,5075.08
Chattisgarh,Methi (Leaves),2832.18
Chattisgarh,Methi Seeds,4405.25
Chattisgarh,Millets,3023.52
Chattisgarh,Mousambi (Sweet Lime),5809.61
Chattisgarh,Muleti,4101.0
Chattisgarh,Mustard,5152.0
Chattisgarh,Myrobolan (Harad),115.91
Chattisgarh,Niger Seed (Ramtil),5956.88
Chattisgarh,Onion,2107.86
Chattisgarh,Orange,4233.69
Chattisgarh,Paddy (Common),2192.77
Chattisgarh,Paddy (Dhan)(Basmati),1975.0
Chattisgarh,Paddy (Dhan)(Common),1775.24
Chattisgarh,Papaya,2079.09
Chattisgarh,Papaya (Raw),2443.5
Chattisgarh,Pear (Marasebu),4673.02
Chattisgarh,Peas (Dry),4492.93
Chattisgarh,Peas Wet,2520.43
Chattisgarh,Pointed Gourd (Parval),3006.84
Chattisgarh,Pomegranate,11534.57
Chattisgarh,Potato,1706.04
Chattisgarh,Pumpkin,1172.76
Chattisgarh,Raddish,1214.82
Chattisgarh,Ragi (Finger Millet),2802.02
Chattisgarh,Red Gram,5442.31
Chattisgarh,Ridgeguard (Tori),1829.45
Chattisgarh,Safflower,2195.0
Chattisgarh,Same/Savi,1946.02
Chattisgarh,"Sesamum (Sesame,Gingelly,Til)",5561.67
Chattisgarh,Soyabean,4671.71
Chattisgarh,Spinach,1641.98
Chattisgarh,Squash (Chappal Kadoo),1400.0
Chattisgarh,Sugarcane,298.12
Chattisgarh,Sunflower,4000.0
Chattisgarh,Sweet Potato,2157.86
Chattisgarh,Tamarind Fruit,3261.99
Chattisgarh,Tamarind Seed,3036.1
Chattisgarh,Tinda,2057.5
Chattisgarh,Tobacco,6937.21
Chattisgarh,Tomato,1918.84
Chattisgarh,Toria,1400.0
Chattisgarh,Turmeric,6009.73
Chattisgarh,Water Melon,1259.08
Chattisgarh,Wheat,2098.04
Chattisgarh,White Muesli,6933.33
Chattisgarh,White Peas,3791.5
Chattisgarh,Yam,2859.43
Goa,Apple,7288.97
Goa,Arecanut (Betelnut/Supari),34990.23
Goa,Banana,3135.08
Goa,Brinjal,2645.48
Goa,Cashewnuts,12936.02
Goa,Chikoos (Sapota),5000.0
Goa,Coconut,6919.39
Goa,Copra,9478.47
Goa,Grapes,4093.64
Goa,Green Chilli,4018.01
Goa,Mango,2498.0
Goa,Marigold (Loose),5004.37
Goa,Mousambi (Sweet Lime),5111.36
Goa,Onion,1846.35
Goa,Orange,3838.78
Goa,Papaya,1366.38
Goa,Pineapple,1484.96
Goa,Potato,1738.8
Goa,Rose (Loose)),4993.24
Goa,Sweet Potato,1000.0
Goa,Water Melon,2253.27
Gujarat,Ajwan,10833.9
Gujarat,Alasande Gram,9683.08
Gujarat,Amaranthus,1653.35
Gujarat,Ambada Seed,4320.67
Gujarat,Amla (Nelli Kai),2770.95
Gujarat,Apple,9134.15
Gujarat,Arhar (Tur/Red Gram)(Whole),6886.93
Gujarat,Arhar Dal (Tur Dal),7249.88
Gujarat,Asalia,7599.84
Gujarat,Bajra (Pearl Millet/Cumbu),2104.81
Gujarat,Banana,2153.24
Gujarat,Banana - Green,1227.96
Gujarat,Barley (Jau),2287.76
Gujarat,Beans,7403.5
Gujarat,Beetroot,1648.31
Gujarat,Bengal Gram (Gram)(Whole),5223.85
Gujarat,Ber (Zizyphus/Borehannu),2008.97
Gujarat,Bhindi (Ladies Finger),3120.08
Gujarat,Bitter Gourd,2812.06
Gujarat,Black Gram (Urd Beans)(Whole),6703.44
Gujarat,Black Gram Dal (Urd Dal),5932.34
Gujarat,Bottle Gourd,1432.2
Gujarat,Brinjal,2082.01
Gujarat,Cabbage,1283.83
Gujarat,Capsicum,3570.82
Gujarat,Carrot,1836.85
Gujarat,Castor Seed,5918.23
Gujarat,Cauliflower,2166.87
Gujarat,Chikoos (Sapota),2991.9
Gujarat,Chili Red,9247.09
Gujarat,Cluster Beans,5095.9
Gujarat,Coconut Seed,277.95
Gujarat,Colacasia,3323.49
Gujarat,Coriander (Leaves),3188.73
Gujarat,Corriander Seed,6893.07
Gujarat,Cotton,7305.9
Gujarat,Cotton Seed,7784.89
Gujarat,Cowpea (Lobia/Karamani),6772.1
Gujarat,Cowpea (Veg),4950.78
Gujarat,Cucumbar (Kheera),2083.42
Gujarat,Cummin Seed (Jeera),21725.49
Gujarat,Drumstick,4112.66
Gujarat,Dry Chillies,14791.7
Gujarat,Elephant Yam (Suran),3417.05
Gujarat,Elephant Yam (Suran)/Amorphophallus,2900.0
Gujarat,Field Pea,2538.46
Gujarat,Foxtail Millet (Navane),2308.89
Gujarat,French Beans (Frasbean),4659.92
Gujarat,Garlic,8529.29
Gujarat,Ginger (Green),4675.77
Gujarat,Gram Raw (Chholia),4762.38
Gujarat,Grapes,5751.68
Gujarat,Green Chilli,3130.08
Gujarat,Green Gram (Moong)(Whole),6997.28
Gujarat,Green Gram Dal (Moong Dal),6955.75
Gujarat,Green Peas,3687.66
Gujarat,Ground Nut Seed,6350.34
Gujarat,Groundnut,5750.74
Gujarat,Groundnut (Split),6748.46
Gujarat,Groundnut Pods (Raw),4130.64
Gujarat,Guar,5168.31
Gujarat,Guar Seed (Cluster Beans Seed),4775.12
Gujarat,Guava,3388.16
Gujarat,Indian Beans (Seam),3663.27
Gujarat,Isabgul (Psyllium),12799.65
Gujarat,Jamun (Narale Hannu),7000.0
Gujarat,Jowar (Sorghum),3278.12
Gujarat,Jute,2450.0
Gujarat,Kabuli Chana (Chickpeas-White),5661.18
Gujarat,Karbuja (Musk Melon),1626.75
Gujarat,Kartali (Kantola),8495.99
Gujarat,Kodo Millet (Varagu),5250.0
Gujarat,Kulthi (Horse Gram),4813.86
Gujarat,Lak (Teora),7717.42
Gujarat,Leafy Vegetable,3550.45
Gujarat,Lemon,4579.5
Gujarat,Lentil (Masur)(Whole),6673.75
Gujarat,Little Gourd (Kundru),3388.45
Gujarat,Long Melon (Kakri),1885.81
Gujarat,Maize,2160.22
Gujarat,Mango,4505.79
Gujarat,Mango (Raw-Ripe),5258.48
Gujarat,Mataki,5558.15
Gujarat,Methi (Leaves),2899.09
Gujarat,Methi Seeds,5243.92
Gujarat,Millets,2386.36
Gujarat,Mint (Pudina),3332.66
Gujarat,Moath Dal,7018.48
Gujarat,Mousambi (Sweet Lime),3946.35
Gujarat,Mustard,5492.57
Gujarat,Mustard Oil,6310.0
Gujarat,Onion,1721.54
Gujarat,Onion Green,2075.22
Gujarat,Orange,6225.23
Gujarat,Paddy (Common),2015.5
Gujarat,Paddy (Dhan)(Basmati),1948.18
Gujarat,Paddy (Dhan)(Common),1877.24
Gujarat,Papaya,2125.76
Gujarat,Papaya (Raw),1089.86
Gujarat,Peas (Dry),4439.11
Gujarat,Peas Cod,5683.43
Gujarat,Peas Wet,6781.56
Gujarat,Pegeon Pea (Arhar Fali),5760.11
Gujarat,Pineapple,5235.14
Gujarat,Pointed Gourd (Parval),4100.63
Gujarat,Pomegranate,7579.68
Gujarat,Potato,1524.04
Gujarat,Pumpkin,1115.35
Gujarat,Raddish,1158.73
Gujarat,Rajgir,6180.23
Gujarat,Rat Tail Radish (Mogari),4703.21
Gujarat,Raya,5389.49
Gujarat,Red Gram,4648.57
Gujarat,Rice,4056.26
Gujarat,Ridgeguard (Tori),2914.61
Gujarat,Round Gourd,2499.91
Gujarat,Sabu Dan,5650.0
Gujarat,Seetapal,3711.54
Gujarat,"Sesamum (Sesame,Gingelly,Til)",11286.98
Gujarat,Snakeguard,1797.47
Gujarat,Soanf,9837.8
Gujarat,Soyabean,4597.91
Gujarat,Spinach,1621.36
Gujarat,Sponge Gourd,1978.27
Gujarat,Sunflower,3610.0
Gujarat,Sunhemp,6995.0
Gujarat,Surat Beans (Papadi),5101.56
Gujarat,Suva (Dill Seed),8134.0
Gujarat,Sweet Potato,2281.37
Gujarat,Tamarind Fruit,3437.86
Gujarat,Taramira,4431.9
Gujarat,Tinda,3639.45
Gujarat,Tobacco,7727.73
Gujarat,Tomato,2134.95
Gujarat,Turmeric (Raw),4407.68
Gujarat,Turnip,2190.91
Gujarat,Water Melon,1125.33
Gujarat,Wheat,2409.67
Gujarat,White Peas,9544.98
Gujarat,Yam (Ratalu),6091.75
Haryana,Almond (Badam),6000.0
Haryana,Alsandikai,800.0
Haryana,Amla (Nelli Kai),1790.83
Haryana,Apple,7443.26
Haryana,Apricot (Jardalu/Khumani),9661.35
Haryana,Ashgourd,1157.14
Haryana,Bajra (Pearl Millet/Cumbu),2236.1
Haryana,Banana,2399.57
Haryana,Banana - Green,2038.18
Haryana,Barley (Jau),1926.18
Haryana,Beetroot,1879.63
Haryana,Bengal Gram (Gram)(Whole),5436.36
Haryana,Bengal Gram Dal (Chana Dal),4710.0
Haryana,Ber (Zizyphus/Borehannu),2305.06
Haryana,Bhindi (Ladies Finger),2398.67
Haryana,Binoula,5000.0
Haryana,Bitter Gourd,2052.91
Haryana,Black Gram (Urd Beans)(Whole),6500.0
Haryana,Bottle Gourd,1266.18
Haryana,Brinjal,1410.18
Haryana,Cabbage,1246.77
Haryana,Capsicum,2899.34
Haryana,Carrot,1316.39
Haryana,Cauliflower,1795.57
Haryana,Chapparad Avare,1700.0
Haryana,Cherry,16317.0
Haryana,Chikoos (Sapota),3354.91
Haryana,Chili Red,5197.6
Haryana,Chilly Capsicum,4500.0
