state,crop,avg_price_quintal
Haryana,Cluster Beans,4054.88
Haryana,Colacasia,2266.99
Haryana,Coriander (Leaves),2059.98
Haryana,Cotton,7309.1
Haryana,Cotton Seed,6600.0
Haryana,Cucumbar (Kheera),1585.01
Haryana,Drumstick,1350.0
Haryana,Dry Fodder,713.5
Haryana,Duster Beans,1000.0
Haryana,Elephant Yam (Suran),2777.36
Haryana,Elephant Yam (Suran)/Amorphophallus,3000.0
Haryana,French Beans (Frasbean),2919.72
Haryana,Galgal (Lemon),1950.0
Haryana,Garlic,7756.69
Haryana,Ginger (Dry),4765.32
Haryana,Ginger (Green),5716.59
Haryana,Gram Raw (Chholia),1191.3
Haryana,Grapes,6091.37
Haryana,Green Chilli,2897.48
Haryana,Green Fodder,236.98
Haryana,Green Gram (Moong)(Whole),6053.25
Haryana,Green Gram Dal (Moong Dal),5605.79
Haryana,Green Peas,3300.48
Haryana,Groundnut,4783.29
Haryana,Guar,4704.19
Haryana,Guar Seed (Cluster Beans Seed),5192.92
Haryana,Guava,2808.48
Haryana,Indian Beans (Seam),2850.0
Haryana,Indian Colza (Sarson),2663.04
Haryana,Jack Fruit,1814.71
Haryana,Jamun (Narale Hannu),5545.0
Haryana,Jowar (Sorghum),5400.0
Haryana,Karbuja (Musk Melon),1672.15
Haryana,Kinnow,2189.6
Haryana,Leafy Vegetable,1239.49
Haryana,Lemon,4850.69
Haryana,Lime,3586.84
Haryana,Litchi,7067.89
Haryana,Little Gourd (Kundru),1684.09
Haryana,Long Melon (Kakri),1291.1
Haryana,Maize,1830.05
Haryana,Mango,4330.12
Haryana,Mango (Raw-Ripe),2136.71
Haryana,Mashrooms,8750.39
Haryana,Methi (Leaves),1281.42
Haryana,Methi Seeds,1000.0
Haryana,Mint (Pudina),3313.81
Haryana,Mousambi (Sweet Lime),3347.19
Haryana,Mustard,5611.67
Haryana,Onion,1910.41
Haryana,Onion Green,1418.55
Haryana,Orange,4469.59
Haryana,Paddy (Basmati),3881.79
Haryana,Paddy (Common),3555.67
Haryana,Paddy (Dhan)(Basmati),3538.32
Haryana,Paddy (Dhan)(Common),2653.74
Haryana,Papaya,2822.33
Haryana,Papaya (Raw),2664.71
Haryana,Peach,3239.73
Haryana,Pear (Marasebu),3094.5
Haryana,Peas (Dry),8418.64
Haryana,Peas Cod,4487.11
Haryana,Peas Wet,3602.02
Haryana,Pineapple,3589.88
Haryana,Plum,5003.7
Haryana,Pointed Gourd (Parval),2269.12
Haryana,Pomegranate,7796.98
Haryana,Potato,1129.26
Haryana,Pumpkin,1022.25
Haryana,Raddish,886.65
Haryana,Ridgeguard (Tori),1898.47
Haryana,Round Gourd,1149.02
Haryana,Safflower,5302.94
Haryana,Season Leaves,1061.54
Haryana,Seetapal,3000.0
Haryana,Spinach,1097.61
Haryana,Sponge Gourd,1835.08
Haryana,Squash (Chappal Kadoo),1101.99
Haryana,Sunflower,6380.75
Haryana,Sweet Potato,2308.63
Haryana,Tamarind Fruit,23760.0
Haryana,Tender Coconut,3309.38
Haryana,Tinda,2042.29
Haryana,Tomato,2029.15
Haryana,Toria,5905.22
Haryana,Turnip,838.36
Haryana,Water Melon,1434.78
Haryana,Wheat,2243.56
Haryana,Yam (Ratalu),3131.33
Himachal Pradesh,Almond (Badam),12000.0
Himachal Pradesh,Amla (Nelli Kai),4375.0
Himachal Pradesh,Apple,9230.38
Himachal Pradesh,Apricot (Jardalu/Khumani),5381.99
Himachal Pradesh,Banana,4619.57
Himachal Pradesh,Beetroot,3603.98
Himachal Pradesh,Ber (Zizyphus/Borehannu),4162.6
Himachal Pradesh,Bhindi (Ladies Finger),4255.01
Himachal Pradesh,Bitter Gourd,4703.56
Himachal Pradesh,Bottle Gourd,2465.04
Himachal Pradesh,Brinjal,2373.66
Himachal Pradesh,Cabbage,1688.45
Himachal Pradesh,Capsicum,4639.89
Himachal Pradesh,Carrot,2969.97
Himachal Pradesh,Cauliflower,2762.0
Himachal Pradesh,Cherry,14576.03
Himachal Pradesh,Chikoos (Sapota),5741.8
Himachal Pradesh,Coconut,5852.94
Himachal Pradesh,Colacasia,3551.37
Himachal Pradesh,Coriander (Leaves),5960.48
Himachal Pradesh,Cucumbar (Kheera),2529.29
Himachal Pradesh,Elephant Yam (Suran),5161.62
Himachal Pradesh,Elephant Yam (Suran)/Amorphophallus,4860.0
Himachal Pradesh,French Beans (Frasbean),4900.21
Himachal Pradesh,Galgal (Lemon),6428.57
Himachal Pradesh,Garlic,11950.36
Himachal Pradesh,Ginger (Dry),8890.36
Himachal Pradesh,Ginger (Green),7871.59
Himachal Pradesh,Grapes,8518.93
Himachal Pradesh,Green Chilli,4670.8
Himachal Pradesh,Guava,7935.81
Himachal Pradesh,Indian Beans (Seam),4031.25
Himachal Pradesh,Indian Colza (Sarson),2481.57
Himachal Pradesh,Jack Fruit,8228.88
Himachal Pradesh,Jamun (Narale Hannu),10514.71
Himachal Pradesh,Karbuja (Musk Melon),3004.69
Himachal Pradesh,Kinnow,5432.5
Himachal Pradesh,Leafy Vegetable,1477.8
Himachal Pradesh,Lemon,7112.79
Himachal Pradesh,Lime,7864.29
Himachal Pradesh,Litchi,11136.4
Himachal Pradesh,Mango,6437.94
Himachal Pradesh,Mango (Raw-Ripe),6396.89
Himachal Pradesh,Mashrooms,10833.08
Himachal Pradesh,Methi (Leaves),3156.75
Himachal Pradesh,Mint (Pudina),6600.0
Himachal Pradesh,Mousambi (Sweet Lime),5695.8
Himachal Pradesh,Onion,2668.42
Himachal Pradesh,Onion Green,3079.65
Himachal Pradesh,Orange,6721.05
Himachal Pradesh,Papaya,4008.78
Himachal Pradesh,Papaya (Raw),4400.0
Himachal Pradesh,Peach,4601.69
Himachal Pradesh,Pear (Marasebu),5153.15
Himachal Pradesh,Peas Cod,5669.62
Himachal Pradesh,Peas Wet,5846.59
Himachal Pradesh,Persimon (Japani Fal),7596.93
Himachal Pradesh,Pineapple,4642.25
Himachal Pradesh,Plum,5622.59
Himachal Pradesh,Pomegranate,10962.32
Himachal Pradesh,Potato,1634.49
Himachal Pradesh,Pumpkin,1872.84
Himachal Pradesh,Raddish,1553.81
Himachal Pradesh,Ridgeguard (Tori),7226.19
Himachal Pradesh,Season Leaves,1292.07
Himachal Pradesh,Snakeguard,2142.86
Himachal Pradesh,Spinach,2213.14
Himachal Pradesh,Sponge Gourd,3032.48
Himachal Pradesh,Squash (Chappal Kadoo),1936.29
Himachal Pradesh,Suram,3044.64
Himachal Pradesh,Sweet Potato,3500.0
Himachal Pradesh,Tender Coconut,6000.0
Himachal Pradesh,Tinda,3929.01
Himachal Pradesh,Tomato,2771.83
Himachal Pradesh,Turnip,1555.38
Himachal Pradesh,Water Melon,2214.59
Himachal Pradesh,White Pumpkin,2700.0
Jammu And Kashmir,Amla (Nelli Kai),2096.76
Jammu And Kashmir,Apple,5113.28
Jammu And Kashmir,Apricot (Jardalu/Khumani),4843.09
Jammu And Kashmir,Banana,3723.69
Jammu And Kashmir,Beetroot,2267.69
Jammu And Kashmir,Bhindi (Ladies Finger),3794.27
Jammu And Kashmir,Bitter Gourd,3776.12
Jammu And Kashmir,Bottle Gourd,2131.03
Jammu And Kashmir,Brinjal,2129.1
Jammu And Kashmir,Cabbage,1565.75
Jammu And Kashmir,Capsicum,3783.45
Jammu And Kashmir,Carrot,2126.81
Jammu And Kashmir,Cauliflower,2407.85
Jammu And Kashmir,Cherry,12103.23
Jammu And Kashmir,Chikoos (Sapota),5485.82
Jammu And Kashmir,Coconut,5600.0
Jammu And Kashmir,Colacasia,3191.2
Jammu And Kashmir,Coriander (Leaves),4704.47
Jammu And Kashmir,Cucumbar (Kheera),2272.75
Jammu And Kashmir,Drumstick,4500.0
Jammu And Kashmir,Elephant Yam (Suran),100.0
Jammu And Kashmir,Field Pea,4705.28
Jammu And Kashmir,French Beans (Frasbean),4798.7
Jammu And Kashmir,Galgal (Lemon),1875.0
Jammu And Kashmir,Garlic,11788.98
Jammu And Kashmir,Ginger (Dry),6377.27
Jammu And Kashmir,Ginger (Green),7056.44
Jammu And Kashmir,Grapes,8567.54
Jammu And Kashmir,Green Chilli,3828.24
Jammu And Kashmir,Guava,5015.17
Jammu And Kashmir,Indian Beans (Seam),4422.7
Jammu And Kashmir,Indian Colza (Sarson),1319.23
Jammu And Kashmir,Jamun (Narale Hannu),8500.0
Jammu And Kashmir,Karbuja (Musk Melon),3040.18
Jammu And Kashmir,Kinnow,3277.93
Jammu And Kashmir,Knool Khol,1732.03
Jammu And Kashmir,Leafy Vegetable,1600.0
Jammu And Kashmir,Lemon,6261.57
Jammu And Kashmir,Lime,4200.0
Jammu And Kashmir,Litchi,8898.81
Jammu And Kashmir,Little Gourd (Kundru),2181.5
Jammu And Kashmir,Lotus Sticks,5661.0
Jammu And Kashmir,Mango,5625.39
Jammu And Kashmir,Marasebu,3872.73
Jammu And Kashmir,Marigold (Loose),3500.0
Jammu And Kashmir,Mashrooms,12198.4
Jammu And Kashmir,Methi (Leaves),4133.33
Jammu And Kashmir,Mint (Pudina),17500.0
Jammu And Kashmir,Mousambi (Sweet Lime),5282.63
Jammu And Kashmir,Onion,2667.08
Jammu And Kashmir,Orange,5467.28
Jammu And Kashmir,Papaya,3803.96
Jammu And Kashmir,Peach,4223.04
Jammu And Kashmir,Pear (Marasebu),4009.48
Jammu And Kashmir,Peas Cod,3866.34
Jammu And Kashmir,Peas Wet,4504.42
Jammu And Kashmir,Pineapple,5389.3
Jammu And Kashmir,Plum,4992.12
Jammu And Kashmir,Pointed Gourd (Parval),3164.93
Jammu And Kashmir,Pomegranate,10351.99
Jammu And Kashmir,Potato,1544.1
Jammu And Kashmir,Pumpkin,1395.04
Jammu And Kashmir,Raddish,1451.87
Jammu And Kashmir,Ridgeguard (Tori),2097.98
Jammu And Kashmir,Round Gourd,2270.47
Jammu And Kashmir,Season Leaves,2908.33
Jammu And Kashmir,Spinach,2063.21
Jammu And Kashmir,Sponge Gourd,1925.41
Jammu And Kashmir,Squash (Chappal Kadoo),1100.0
Jammu And Kashmir,Sweet Potato,2677.78
Jammu And Kashmir,Tender Coconut,4897.03
Jammu And Kashmir,Tinda,1993.41
Jammu And Kashmir,Tomato,2828.97
Jammu And Kashmir,Turmeric,2300.0
Jammu And Kashmir,Turnip,1243.9
Jammu And Kashmir,Walnut,36007.14
Jammu And Kashmir,Water Melon,2011.31
Jharkhand,Arhar (Tur/Red Gram)(Whole),9803.57
Jharkhand,Bhindi (Ladies Finger),1115.38
Jharkhand,Bitter Gourd,2112.5
Jharkhand,Brinjal,1772.76
Jharkhand,Cabbage,1232.1
Jharkhand,Capsicum,3930.36
Jharkhand,Carrot,850.0
Jharkhand,Cauliflower,2150.0
Jharkhand,Cucumbar (Kheera),1571.43
Jharkhand,Dalda,10117.86
Jharkhand,Green Chilli,5779.23
Jharkhand,Green Peas,2666.67
Jharkhand,Jack Fruit,808.33
Jharkhand,Little Gourd (Kundru),975.0
Jharkhand,Mahua,5582.46
Jharkhand,Maize,1700.0
Jharkhand,Mango,1350.0
Jharkhand,Mustard Oil,15412.5
Jharkhand,Onion,2689.49
Jharkhand,Paddy (Dhan)(Common),1752.41
Jharkhand,Pointed Gourd (Parval),2091.67
Jharkhand,Potato,1617.69
Jharkhand,Pumpkin,1451.23
Jharkhand,Raddish,1400.43
Jharkhand,Rice,2413.86
Jharkhand,Spinach,1456.25
Jharkhand,Sugar,3867.86
Jharkhand,Tomato,1017.78
Jharkhand,Water Melon,655.0
Jharkhand,Wheat,2274.64
Jharkhand,Wheat Atta,2475.89
Jharkhand,White Peas,7614.29
Karnataka,Alasande Gram,6563.01
Karnataka,Alsandikai,3607.37
Karnataka,Antawala,4128.79
Karnataka,Apple,9891.54
Karnataka,Arecanut (Betelnut/Supari),36881.66
Karnataka,Arhar (Tur/Red Gram)(Whole),6725.68
Karnataka,Arhar Dal (Tur Dal),11707.92
Karnataka,Ashgourd,907.9
Karnataka,Avare Dal,8319.51
Karnataka,Bajra (Pearl Millet/Cumbu),2054.95
Karnataka,Banana,2420.08
Karnataka,Banana - Green,2955.47
Karnataka,Beans,3709.43
Karnataka,Beetroot,1913.07
Karnataka,Bengal Gram (Gram)(Whole),5359.28
Karnataka,Bengal Gram Dal (Chana Dal),7050.12
Karnataka,Betal Leaves,4795.25
Karnataka,Bhindi (Ladies Finger),2291.99
Karnataka,Bitter Gourd,2736.28
Karnataka,Black Gram (Urd Beans)(Whole),6768.41
Karnataka,Black Gram Dal (Urd Dal),11417.24
Karnataka,Black Pepper,47161.64
Karnataka,Borehannu,2088.89
Karnataka,Bottle Gourd,1517.49
Karnataka,Brinjal,1680.86
Karnataka,Bull,31114.41
Karnataka,Bullar,11550.0
Karnataka,Bunch Beans,3124.0
Karnataka,Cabbage,1132.74
Karnataka,Calf,15419.12
Karnataka,Capsicum,3499.72
Karnataka,Carrot,2925.43
Karnataka,Cashewnuts,10377.09
Karnataka,Castor Seed,5431.72
Karnataka,Cauliflower,1752.17
Karnataka,Chapparad Avare,3064.12
Karnataka,Chennangi Dal,8087.74
Karnataka,Chikoos (Sapota),2812.38
Karnataka,Chili Red,14771.05
Karnataka,Chilly Capsicum,2826.6
Karnataka,Chrysanthemum (Loose),7793.5
Karnataka,Coconut,15312.81
Karnataka,Copra,11824.72
Karnataka,Coriander (Leaves),7926.61
Karnataka,Corriander Seed,9605.58
Karnataka,Cotton,7553.34
Karnataka,Cotton Seed,3612.0
Karnataka,Cow,47219.0
Karnataka,Cowpea (Lobia/Karamani),6412.94
Karnataka,Cowpea (Veg),2467.44
Karnataka,Cucumbar (Kheera),1220.42
Karnataka,Cummin Seed (Jeera),8766.81
Karnataka,Drumstick,5481.38
Karnataka,Dry Chillies,20212.67
Karnataka,Dry Grapes,23455.29
Karnataka,Duster Beans,2719.0
Karnataka,Elephant Yam (Suran),2563.65
Karnataka,Elephant Yam (Suran)/Amorphophallus,2750.0
Karnataka,Foxtail Millet (Navane),3489.63
Karnataka,Garlic,8156.51
Karnataka,Ginger (Dry),8535.53
Karnataka,Ginger (Green),4272.11
Karnataka,Goat,9040.11
Karnataka,Grapes,4022.57
Karnataka,Green Avare (W),3235.63
Karnataka,Green Chilli,3269.8
Karnataka,Green Gram (Moong)(Whole),7177.79
Karnataka,Green Gram Dal (Moong Dal),9903.47
Karnataka,Green Peas,9375.68
Karnataka,Ground Nut Seed,11082.56
Karnataka,Groundnut,5465.43
Karnataka,Guava,2169.71
Karnataka,Gur (Jaggery),3740.31
Karnataka,Gurellu,6828.79
Karnataka,He Buffalo,14046.27
Karnataka,Hippe Seed,2200.0
Karnataka,Honge Seed,3759.87
Karnataka,Jack Fruit,1966.57
Karnataka,Jaggery,4086.75
Karnataka,Jowar (Sorghum),2738.19
Karnataka,Karbuja (Musk Melon),1964.97
Karnataka,Knool Khol,2046.51
Karnataka,Kulthi (Horse Gram),4879.56
Karnataka,Ladies Finger,2756.15
Karnataka,Leafy Vegetable,3137.78
Karnataka,Lime,3412.69
Karnataka,Linseed,6612.17
Karnataka,Lint,12415.15
Karnataka,Maize,2018.23
Karnataka,Mango,3280.41
Karnataka,Mango (Raw-Ripe),2390.0
Karnataka,Maragensu,1900.0
Karnataka,Marasebu,3000.0
Karnataka,Marigold (Calcutta),4322.5
Karnataka,Mataki,6925.51
Karnataka,Methi (Leaves),6946.5
Karnataka,Methi Seeds,8320.19
Karnataka,Millets,4815.0
Karnataka,Moath Dal,9047.75
Karnataka,Mousambi (Sweet Lime),4379.08
Karnataka,Mustard,7386.27
Karnataka,Neem Seed,4233.61
Karnataka,Niger Seed (Ramtil),8678.75
Karnataka,Onion,1966.15
Karnataka,Orange,4662.7
Karnataka,Ox,43037.35
Karnataka,Paddy (Common),2382.91
Karnataka,Paddy (Dhan)(Common),2182.03
Karnataka,Papaya,1662.18
Karnataka,Peas Wet,8367.71
Karnataka,Pineapple,2300.64
Karnataka,Pomegranate,8526.93
Karnataka,Potato,1947.25
Karnataka,Raddish,1550.15
Karnataka,Ragi (Finger Millet),2718.09
Karnataka,Ram,9914.29
Karnataka,Rice,3796.46
Karnataka,Ridgeguard (Tori),2417.59
Karnataka,Rose (Loose)),6045.33
Karnataka,Safflower,4618.02
Karnataka,Sajje,1925.08
Karnataka,Same/Savi,3622.19
Karnataka,Seemebadnekai,1744.5
Karnataka,Seetapal,2456.67
Karnataka,"Sesamum (Sesame,Gingelly,Til)",11070.07
Karnataka,She Buffalo,43396.41
Karnataka,She Goat,10016.95
Karnataka,Sheep,9736.17
Karnataka,Snakeguard,1731.47
Karnataka,Soapnut (Antawala/Retha),7433.05
Karnataka,Soyabean,5072.72
Karnataka,Sunflower,5362.59
Karnataka,Suvarna Gadde,2951.23
Karnataka,Sweet Potato,1982.48
Karnataka,Sweet Pumpkin,949.41
Karnataka,T.V. Cumbu,5475.0
Karnataka,Tamarind Fruit,8563.63
Karnataka,Tamarind Seed,2148.9
Karnataka,Tender Coconut,14298.64
Karnataka,Thogrikai,4033.35
Karnataka,Thondekai,2655.48
Karnataka,Tomato,1777.45
Karnataka,Turmeric,12194.09
Karnataka,Water Melon,1488.04
Karnataka,Wheat,2889.83
Karnataka,White Pumpkin,1357.97
Karnataka,Wood,11000.0
Kerala,Alsandikai,5484.81
Kerala,Amaranthus,3503.7
Kerala,Amla (Nelli Kai),4419.68
Kerala,Amphophalus,4896.33
Kerala,Amranthas Red,2169.18
Kerala,Apple,13753.14
Kerala,Arecanut (Betelnut/Supari),36577.33
Kerala,Arhar (Tur/Red Gram)(Whole),11483.92
Kerala,Ashgourd,2787.28
Kerala,Banana,4027.95
Kerala,Banana - Green,4437.33
Kerala,Beans,5696.81
Kerala,Beetroot,4204.63
Kerala,Bengal Gram (Gram)(Whole),7506.19
Kerala,Bengal Gram Dal (Chana Dal),7440.0
Kerala,Betal Leaves,5982.27
Kerala,Bhindi (Ladies Finger),4288.74
Kerala,Bitter Gourd,5399.92
Kerala,Black Gram (Urd Beans)(Whole),11614.75
Kerala,Black Pepper,52183.18
Kerala,Bottle Gourd,2692.75
Kerala,Brinjal,3839.7
Kerala,Bunch Beans,5500.0
Kerala,Cabbage,3266.16
Kerala,Capsicum,7468.79
Kerala,Cardamoms,148130.08
Kerala,Carrot,5980.39
Kerala,Cashewnuts,9856.11
Kerala,Cauliflower,4433.1
Kerala,Cherry,9000.0
Kerala,Chikoos (Sapota),3960.13
Kerala,Chili Red,20814.25
Kerala,Cloves,81144.92
Kerala,Cluster Beans,5378.27
Kerala,Coca,5133.33
Kerala,Cocoa,7948.25
Kerala,Coconut,4388.59
Kerala,Coconut Oil,19524.52
Kerala,Coconut Seed,4021.74
Kerala,Coffee,18161.81
Kerala,Colacasia,6439.53
Kerala,Copra,10491.07
Kerala,Coriander (Leaves),7105.21
Kerala,Corriander Seed,15119.61
Kerala,Cowpea (Lobia/Karamani),7323.39
Kerala,Cowpea (Veg),5161.11
Kerala,Cucumbar (Kheera),2772.39
Kerala,Cummin Seed (Jeera),22392.11
Kerala,Custard Apple (Sharifa),4295.24
Kerala,Drumstick,8072.11
Kerala,Dry Chillies,17039.22
Kerala,Duster Beans,5996.08
Kerala,Egg,509.63
Kerala,Elephant Yam (Suran),4490.69
Kerala,Elephant Yam (Suran)/Amorphophallus,4210.45
Kerala,Field Pea,4183.14
Kerala,French Beans (Frasbean),6922.73
Kerala,Galgal (Lemon),6297.3
Kerala,Garlic,19468.71
Kerala,Gingelly Oil,21633.33
Kerala,Ginger (Dry),12614.46
Kerala,Ginger (Green),9061.2
Kerala,Grapes,7357.98
Kerala,Green Avare (W),5978.87
Kerala,Green Chilli,5919.49
Kerala,Green Gram (Moong)(Whole),11112.92
Kerala,Green Peas,11871.79
Kerala,Groundnut Pods (Raw),4900.0
Kerala,Guava,5297.63
Kerala,Hen,12720.47
Kerala,Hybrid Cumbu,58.0
Kerala,Indian Beans (Seam),6358.73
Kerala,Jack Fruit,2616.27
Kerala,Jasmine,140428.57
Kerala,Kabuli Chana (Chickpeas-White),12173.69
Kerala,Leafy Vegetable,6596.68
Kerala,Lemon,7705.81
Kerala,Lime,6633.28
Kerala,Little Gourd (Kundru),4028.21
Kerala,Long Melon (Kakri),3807.48
Kerala,Mace,136589.36
Kerala,Mango,6206.97
Kerala,Mango (Raw-Ripe),6426.53
Kerala,Mashrooms,16176.47
Kerala,Methi (Leaves),5000.0
Kerala,Mint (Pudina),6933.87
Kerala,Mousambi (Sweet Lime),5303.85
Kerala,Nutmeg,27324.45
Kerala,Onion,4110.35
Kerala,Onion Green,5480.0
Kerala,Orange,6308.71
Kerala,Paddy (Common),2420.0
Kerala,Paddy (Dhan)(Basmati),9426.09
Kerala,Paddy (Dhan)(Common),2130.33
Kerala,Papaya,2802.29
Kerala,Papaya (Raw),2830.91
Kerala,Pepper Garbled,49851.45
Kerala,Pepper Ungarbled,50698.62
Kerala,Pineapple,4856.64
Kerala,Plum,14000.0
Kerala,Pomegranate,14359.6
Kerala,Potato,3568.24
Kerala,Pumpkin,2240.7
Kerala,Raddish,2597.15
Kerala,Ragi (Finger Millet),3782.88
Kerala,Rice,3929.73
Kerala,Ridgeguard (Tori),4957.47
Kerala,Round Gourd,4100.0
Kerala,Rubber,16144.28
Kerala,Seemebadnekai,3533.33
Kerala,Seetapal,12285.71
Kerala,Snakeguard,3308.09
Kerala,Soji,5116.67
Kerala,Sompu,12000.0
Kerala,Sponge Gourd,4000.0
Kerala,Sugar,4288.89
Kerala,Sweet Potato,3329.17
Kerala,Tamarind Fruit,1700.0
Kerala,Tapioca,2916.6
Kerala,Tender Coconut,4748.33
Kerala,Thondekai,4136.36
Kerala,Tomato,3759.72
Kerala,Turmeric,8687.84
Kerala,Turmeric (Raw),2897.95
Kerala,Water Melon,2057.52
Kerala,Wheat,2156.94
Kerala,Wheat Atta,8000.0
Kerala,White Peas,8000.0
Kerala,White Pumpkin,4158.33
Kerala,Yam,5901.03
Kerala,Yam (Ratalu),4212.52
Madhya Pradesh,Absinthe,5391.14
Madhya Pradesh,Ajwan,9615.07
Madhya Pradesh,Alasande Gram,4449.98
Madhya Pradesh,Alsandikai,4220.0
Madhya Pradesh,Amaranthus,1654.19
Madhya Pradesh,Ambada Seed,1860.0
Madhya Pradesh,Ambady/Mesta,8425.0
Madhya Pradesh,Amla (Nelli Kai),7468.08
Madhya Pradesh,Antawala,5000.0
Madhya Pradesh,Apple,4909.43
Madhya Pradesh,Arhar (Tur/Red Gram)(Whole),6427.64
